iter	Logloss
0	0.672295368
1	0.6534068771
2	0.6346341361
3	0.6168691258
4	0.5999033352
5	0.5839238356
6	0.5678802025
7	0.5519770433
8	0.5366660801
9	0.5222115918
10	0.507616227
11	0.4949004352
12	0.4813923018
13	0.470203938
14	0.4573690811
15	0.4466743585
16	0.4336316724
17	0.4223301302
18	0.4112555334
19	0.4011108398
20	0.3934325552
21	0.3838729936
22	0.3749506142
23	0.3653726491
24	0.35654774
25	0.3478501063
26	0.3405451896
27	0.3326242515
28	0.3250246619
29	0.318115947
30	0.3113799274
31	0.3055163388
32	0.2987936107
33	0.2920654297
34	0.2862587246
35	0.2809779443
36	0.2749528139
37	0.2700098648
38	0.2642560775
39	0.2597317768
40	0.2554873394
41	0.2514421647
42	0.2467832614
43	0.2429895701
44	0.2384567958
45	0.2340864307
46	0.2298628444
47	0.2259013684
48	0.2220706378
49	0.2183538447
50	0.2148328132
51	0.2113266998
52	0.2080821236
53	0.2042640647
54	0.20053082
55	0.1971353599
56	0.1945144576
57	0.1916152412
58	0.1891649585
59	0.1864091747
60	0.1835216851
61	0.1809833817
62	0.1784558601
63	0.1757004017
64	0.1732241403
65	0.1713357219
66	0.1691375578
67	0.1669213619
68	0.1645632361
69	0.1625028504
70	0.1603764723
71	0.1587842138
72	0.1569212318
73	0.1550130931
74	0.1533596291
75	0.1517722038
76	0.1498800984
77	0.148653044
78	0.1471099389
79	0.1455669268
80	0.1439856205
81	0.142567684
82	0.1412972852
83	0.1397447615
84	0.1381544704
85	0.136748462
86	0.1352755939
87	0.1339911756
88	0.1327107541
89	0.1313718844
90	0.1301126083
91	0.1287659389
92	0.1274991108
93	0.1262712043
94	0.1252304619
95	0.1237164957
96	0.1227542625
97	0.1216007601
98	0.1203784768
99	0.1194141523
100	0.1181816914
101	0.1173497002
102	0.1163447656
103	0.1153556862
104	0.1142565035
105	0.1131177254
106	0.1121057268
107	0.1112864693
108	0.110312215
109	0.1093761773
110	0.1085929909
111	0.1078175656
112	0.1072750111
113	0.1064892919
114	0.1057709825
115	0.105043998
116	0.1044466745
117	0.1034025163
118	0.1026508157
119	0.1018504961
120	0.1010473648
121	0.1004298951
122	0.09976984014
123	0.09914232438
124	0.09841477447
125	0.09773083992
126	0.09713461629
127	0.09631798449
128	0.09558685613
129	0.09494582433
130	0.09424410592
131	0.09342305914
132	0.09278246884
133	0.09214640196
134	0.09150519202
135	0.09080657184
136	0.09027085667
137	0.089694849
138	0.08926507785
139	0.08871876673
140	0.08804458386
141	0.08748957445
142	0.08697443928
143	0.08637246844
144	0.08570457497
145	0.08536205001
146	0.08499292674
147	0.08453256055
148	0.08396049538
149	0.08351184826
150	0.08296084331
151	0.08235586718
152	0.08175816415
153	0.08129551302
154	0.08098844732
155	0.08061916913
156	0.08016769487
157	0.07977415753
158	0.07931550312
159	0.07876411089
160	0.07828375337
161	0.07781187726
162	0.07743223549
163	0.07696884078
164	0.07651917124
165	0.07616505115
166	0.07564663185
167	0.07522633354
168	0.07490206491
169	0.07451878272
170	0.07401208248
171	0.0736299234
172	0.0732223046
173	0.07279005486
174	0.07254880334
175	0.07211010928
176	0.07179570077
177	0.0714395281
178	0.0711186288
179	0.07088802744
180	0.07055972337
181	0.07020637009
182	0.06992907839
183	0.06963261638
184	0.06934376053
185	0.06908394286
186	0.06875123155
187	0.06843212147
188	0.06796445895
189	0.06757570838
190	0.06725652859
191	0.06697860176
192	0.06670206912
193	0.06627603134
194	0.06591212858
195	0.06574152448
196	0.06547465833
197	0.0652303473
198	0.06496398848
199	0.06466883548
200	0.06442825395
201	0.06420116134
202	0.06396461913
203	0.06364028853
204	0.06335310573
205	0.06310199796
206	0.06285999898
207	0.06262399896
208	0.06228343363
209	0.06204602004
210	0.06187479242
211	0.06163578711
212	0.06136442853
213	0.06114450445
214	0.06089743212
215	0.06062014042
216	0.06024762459
217	0.0599936006
218	0.05970381529
219	0.05943617458
220	0.05917318896
221	0.05899244589
222	0.05871035193
223	0.05847806204
224	0.05827182053
225	0.05806617156
226	0.0579423004
227	0.05771701638
228	0.05738516483
229	0.05716146866
230	0.0568950595
231	0.05671193467
232	0.05646445182
233	0.05632065129
234	0.05601506112
235	0.05583230808
236	0.05563475323
237	0.05543136984
238	0.05516575073
239	0.05498175064
240	0.05470508246
241	0.05449129289
242	0.0543044463
243	0.05407118047
244	0.05399732251
245	0.0537910384
246	0.05354229303
247	0.05331751247
248	0.05313697079
249	0.05300703097
250	0.05277062431
251	0.05263034027
252	0.05249870029
253	0.0523583814
254	0.05216773174
255	0.05206727933
256	0.05188865855
257	0.05165678692
258	0.0514816594
259	0.05129331018
260	0.05105635745
261	0.05087793805
262	0.05067493807
263	0.05056144211
264	0.05037336011
265	0.05016221564
266	0.04999158056
267	0.04983944191
268	0.04965044593
269	0.04949027899
270	0.04935423953
271	0.04916997609
272	0.04900647468
273	0.04883496435
274	0.04865486029
275	0.04853374655
276	0.04845488108
277	0.04823671138
278	0.04811591908
279	0.04794056307
280	0.04776562531
281	0.04757999091
282	0.04741995177
283	0.04726754203
284	0.04713470924
285	0.04700390191
286	0.04688311737
287	0.04673095548
288	0.04655824458
289	0.04643957845
290	0.04631190034
291	0.0461035133
292	0.04594289325
293	0.04575902871
294	0.04560017852
295	0.04543674682
296	0.04521582744
297	0.04510680068
298	0.04495574641
299	0.04484958939
300	0.04467354014
301	0.04451490296
302	0.04439736768
303	0.0442312715
304	0.04406972198
