iter	Logloss
185	0.07213312139
186	0.07181693915
187	0.07144587948
188	0.07107111742
189	0.07069141369
190	0.07041990019
191	0.07003001876
192	0.06954987037
193	0.06910431373
194	0.06868017361
195	0.06826889116
196	0.06795412635
197	0.06766919751
198	0.06737884676
199	0.06708902272
200	0.06687479552
201	0.06659456824
202	0.06629131337
203	0.06601613621
204	0.06571102239
205	0.06547183894
206	0.06519893898
207	0.06491026128
208	0.06461851246
209	0.06448217866
210	0.06423085014
211	0.06390400998
212	0.06367696772
213	0.06341703773
214	0.06314758843
215	0.06294591294
216	0.06278609068
217	0.06261095153
218	0.06237892112
219	0.06214408294
220	0.06203601663
221	0.06177132311
222	0.06154820011
223	0.06130208824
224	0.06105391991
225	0.06082458109
226	0.06064002332
227	0.06041953769
228	0.06016283374
229	0.05994248753
230	0.05969297922
231	0.05942023805
232	0.05915410386
233	0.05898783727
234	0.05885016737
235	0.05863671085
236	0.05842957472
237	0.05819455452
238	0.05809886952
239	0.05789809638
240	0.05768334636
241	0.05748701531
242	0.05726714546
243	0.05708736671
244	0.05689483488
245	0.05666819539
246	0.05650494958
247	0.05625615773
248	0.05605792515
249	0.05583901575
250	0.05560957236
251	0.05534373637
252	0.05513972171
253	0.05492086653
254	0.05473742025
255	0.05456892294
256	0.05434338332
257	0.05416417388
258	0.05401722864
259	0.05385280938
260	0.05369155806
261	0.05355331111
262	0.05333265895
263	0.0531715974
264	0.05293517137
265	0.05276557032
266	0.05253013185
267	0.0523649419
268	0.05220611882
269	0.05203586327
270	0.05183446274
271	0.0516038033
272	0.05137670682
273	0.05119957319
274	0.05096884403
275	0.05082615886
276	0.05058613889
277	0.05038667476
278	0.05027997942
279	0.05011712863
280	0.04994914253
281	0.04972441233
282	0.04958565417
283	0.04943277582
284	0.04925629282
285	0.04910519595
286	0.04895262355
287	0.04884152485
288	0.04863495028
289	0.04843899877
290	0.0483643314
291	0.04814015887
292	0.04805396995
293	0.0478417566
294	0.04761711159
295	0.04740740781
296	0.0472217037
297	0.04711759925
298	0.04703962839
299	0.04687271118
300	0.04668994652
301	0.04653991467
302	0.04641292591
303	0.04627270384
304	0.04607756949
305	0.04588624596
306	0.04569615785
307	0.04554145542
308	0.04537516947
309	0.0452197893
310	0.0451051896
311	0.04496867378
312	0.0447606353
313	0.04464872331
314	0.0445499943
315	0.04450842378
316	0.04438653162
317	0.04425228138
318	0.04408117769
319	0.04393146341
320	0.04377795379
321	0.04369918126
322	0.04357142957
323	0.04340849746
324	0.04319287218
325	0.04308197099
326	0.0429103832
327	0.04273247888
328	0.04259203606
329	0.04238731655
330	0.0422122936
331	0.04213352881
332	0.04201155919
333	0.04188361773
334	0.04176339087
335	0.04165483659
336	0.04149519247
337	0.04134243031
338	0.0412075217
339	0.04102045824
340	0.04086527171
341	0.04072109552
342	0.04056958039
343	0.04042023789
344	0.04029761765
345	0.04014956866
346	0.04002563167
347	0.03996527038
348	0.0398571421
349	0.03971404642
350	0.03960835413
351	0.03950404056
352	0.03936084031
353	0.03924164748
354	0.03914713593
355	0.03905898351
356	0.03890641885
357	0.03876810606
358	0.03871407291
359	0.03857746027
360	0.03845985916
361	0.03835573923
362	0.03823413365
363	0.03808375712
364	0.03797979984
365	0.03787045164
366	0.03776491427
367	0.03761477011
368	0.03748745216
369	0.03738094272
370	0.03722942372
371	0.03714674354
372	0.03700252475
373	0.03693445661
374	0.03687730199
375	0.03678554787
376	0.03668486697
377	0.03659158697
378	0.0364454434
379	0.03634970418
380	0.03624135516
381	0.03610976166
382	0.03602554011
383	0.03591207901
384	0.03578041967
385	0.03567159817
386	0.03559809651
387	0.03549609499
388	0.03538822232
389	0.03533054875
390	0.03525586975
391	0.03517224462
392	0.03509670199
393	0.03495873001
394	0.03484928886
395	0.03476539651
396	0.03468291772
397	0.03456350414
398	0.03445618141
399	0.03437263373
400	0.03430035199
401	0.03421065432
402	0.03413210641
403	0.03402304867
404	0.03395061977
405	0.03385297127
406	0.03378160351
407	0.03365301142
408	0.03357914184
409	0.03348889036
410	0.0333942394
411	0.03334957065
412	0.03319458937
413	0.03310441535
414	0.03304396886
415	0.0329107759
416	0.03280379784
417	0.03267902432
418	0.03257114391
419	0.03252923646
420	0.03246898942
421	0.03240004602
422	0.03232814576
423	0.03226075342
424	0.03217816038
425	0.03207801006
426	0.03202451909
427	0.03197196147
428	0.03187522695
429	0.03179715926
430	0.03168118666
431	0.0316178317
432	0.03150889595
433	0.03139668189
434	0.03132002003
435	0.0312129529
436	0.03117349499
437	0.03113065032
438	0.03106739993
439	0.03101121932
440	0.03092696679
441	0.03085713653
442	0.03075534801
443	0.03066412059
444	0.0306010832
445	0.03053749588
446	0.03047710167
447	0.03042279742
448	0.03036738362
449	0.03022580219
450	0.03015021891
451	0.03006351297
452	0.02994303824
453	0.02986655453
454	0.02975177668
455	0.02965111321
456	0.02955247908
457	0.0294649037
458	0.02939603389
459	0.02928901324
460	0.02923895163
461	0.02916239627
462	0.02911163175
463	0.02903617627
464	0.0289173804
465	0.02885962743
466	0.02875440181
467	0.02868805319
468	0.02859701166
469	0.02853489987
470	0.02845276576
471	0.02841617952
472	0.02836447391
473	0.02830522024
474	0.02823620133
475	0.02813357436
476	0.02804748613
477	0.02798778515
478	0.02788415512
479	0.02782662871
480	0.02779985999
481	0.02772774479
482	0.02763935612
483	0.02755290772
484	0.02748497513
485	0.02738108562
486	0.02733274353
487	0.02727181101
488	0.02720968566
489	0.02712419771
490	0.02701563569
491	0.02695449597
492	0.02684808721
493	0.02678315216
494	0.02670693761
495	0.02666112832
496	0.02660275377
497	0.0265390948
498	0.02648693414
499	0.02640360915
500	0.02633461928
501	0.02625304866
502	0.02616768464
503	0.02611174414
504	0.02604974466
505	0.02600371462
506	0.02593936436
507	0.02589070664
508	0.02584900251
509	0.02577070827
510	0.02568532876
511	0.02561805841
512	0.02554069558
513	0.02544563991
514	0.02536152874
515	0.0252724817
516	0.02521048028
517	0.02515209217
518	0.02510812827
519	0.02502784148
520	0.02499144501
521	0.02493215842
522	0.02486955284
523	0.02478997477
524	0.02471419591
525	0.02466436473
526	0.02459350044
527	0.02453601082
528	0.02444660167
529	0.02436760452
530	0.02430449742
531	0.02424882608
532	0.02417655596
533	0.02412388022
534	0.02407331902
535	0.02400009233
536	0.02392757629
537	0.02384663693
538	0.02379107015
539	0.0237296361
540	0.02366385678
541	0.02360964548
542	0.0235641189
543	0.02349906379
544	0.02345612424
545	0.02340418627
546	0.02332693574
547	0.02330831731
548	0.02327535407
549	0.02321436926
550	0.02313904157
551	0.02311097741
552	0.02305635559
553	0.02300254899
554	0.0229469919
555	0.02288591995
556	0.02285569864
557	0.02282602533
558	0.02278594777
559	0.02274243118
560	0.02269520445
561	0.02263694996
562	0.02260118862
563	0.02252726482
564	0.02249634641
565	0.02246594308
566	0.02239049147
567	0.02232834869
568	0.02230050334
569	0.02223959405
570	0.02220354806
571	0.02214801227
572	0.02209938359
573	0.02206694898
574	0.02200022276
575	0.02194811051
576	0.021904774
577	0.02185662942
578	0.02180578358
579	0.02174536419
580	0.02168265018
581	0.02163243366
582	0.0215695202
583	0.02152358312
584	0.02145897338
585	0.02140585807
586	0.02134836846
587	0.02128713966
588	0.02122614517
589	0.02118840484
590	0.02114217535
591	0.02109849029
592	0.0210665514
593	0.02101187537
594	0.0209764103
595	0.02095030964
596	0.0208893287
597	0.02084447018
598	0.02081911503
599	0.02080408474
600	0.02075099461
601	0.02068685541
602	0.02065572981
603	0.02061451171
604	0.02056064896
605	0.02049931947
606	0.02046760908
607	0.0204113026
608	0.02037557031
609	0.02032869988
610	0.02029993474
611	0.02024803355
612	0.02020528183
613	0.02016883889
614	0.0201174586
615	0.0200589698
616	0.0199973363
617	0.01995193559
618	0.01989680256
619	0.01984223496
620	0.01981495891
621	0.01977628524
622	0.01972962975
623	0.01968581495
624	0.01964842511
625	0.01959705256
626	0.01955420789
627	0.01953189288
628	0.0194865735
629	0.01942406863
630	0.01938737588
631	0.01934379539
632	0.01932073293
633	0.01929044966
634	0.01924791675
635	0.01921967831
636	0.01917479849
637	0.01912969599
638	0.01908036053
639	0.01901611096
640	0.01898122294
641	0.01893048359
642	0.01887576495
643	0.01881474142
644	0.01876132016
645	0.01871925005
646	0.01867046259
647	0.01861532763
648	0.01855638378
649	0.01851449957
650	0.01848306801
651	0.01844069583
652	0.01841213594
653	0.01835031074
654	0.018315688
655	0.01828132474
656	0.01823279095
657	0.01819951014
658	0.01815631692
659	0.01811786787
660	0.01807154931
661	0.01801466772
662	0.01796401745
663	0.0179097558
664	0.01786345467
665	0.01782808643
666	0.01779790191
667	0.01775557039
668	0.01771426903
669	0.01768601703
670	0.01765556142
671	0.01763029147
672	0.01759410219
673	0.01757621959
674	0.01752302683
675	0.01747410576
676	0.01742495232
677	0.01737366497
678	0.01733320207
679	0.01728918395
680	0.01725178636
681	0.01722245579
682	0.01719590589
683	0.01715795643
684	0.01712363383
685	0.01707727074
686	0.01702323759
687	0.0169842599
688	0.01694575276
689	0.01690894577
690	0.01688061632
691	0.01683700484
692	0.01680986046
693	0.01678440075
694	0.01675449701
695	0.01670714635
696	0.01666263057
697	0.01663079044
698	0.01658604036
699	0.0165671063
700	0.01653012116
701	0.01648898439
702	0.01645573069
703	0.01641690211
704	0.01638293968
705	0.0163521239
706	0.01632135459
707	0.016289102
708	0.01626158196
709	0.01623418876
710	0.01620356274
711	0.01617215152
712	0.01613475877
713	0.01608603618
714	0.01605106102
715	0.01600959119
716	0.01599010138
717	0.01595890413
718	0.01592780951
719	0.01589182258
720	0.01586477309
721	0.01581616862
722	0.01577918735
723	0.01576736566
724	0.01571628454
725	0.01568566434
726	0.0156730129
727	0.01564757255
728	0.0156108101
729	0.01557090779
730	0.01554908946
731	0.01551107029
732	0.01549190192
733	0.01546332267
734	0.01543482669
735	0.01539600101
736	0.01536926037
737	0.01533929563
738	0.01531081321
739	0.01528758906
740	0.01523947934
741	0.01520026735
742	0.01517414926
743	0.01514702037
744	0.01510207956
745	0.01508194008
746	0.01506001623
747	0.01502964
748	0.01498242102
749	0.01496010601
750	0.01494393034
751	0.01491821502
752	0.0148851172
753	0.01486314783
754	0.01483141033
755	0.01481702001
756	0.01479640515
757	0.01476607637
758	0.01474136701
759	0.01472429769
760	0.014700055
761	0.01467828509
762	0.01465233159
763	0.01460141313
764	0.01458016797
765	0.01454198227
766	0.01451226636
767	0.01448729462
768	0.01446735169
769	0.01443797078
770	0.01440869443
771	0.01438643364
772	0.01434641804
773	0.01431918459
774	0.01429413926
775	0.01426733375
776	0.0142371928
777	0.0142133248
778	0.01418320225
779	0.01415462978
780	0.01413299541
781	0.0141001803
782	0.01407836391
783	0.01406055005
784	0.01402760617
785	0.01400572298
786	0.01397722506
787	0.01395697618
788	0.01392839887
789	0.01391076315
790	0.01388766971
791	0.01387358535
792	0.01385821812
793	0.01383440144
794	0.01380939193
795	0.01378831137
796	0.01377023803
797	0.01374092102
798	0.01371466351
799	0.01369427134
800	0.01367660948
801	0.01365336888
802	0.01363329234
803	0.01359785051
804	0.01355577846
805	0.01353733431
806	0.01351926194
807	0.01349575992
808	0.01347061777
809	0.01345211842
810	0.01342941904
811	0.01338846623
812	0.0133669432
813	0.0133481563
814	0.01332085992
815	0.01329513008
816	0.01326641334
817	0.01324203026
818	0.01322675792
819	0.01319411805
820	0.01318698535
821	0.01316204168
822	0.01313717063
823	0.01311275076
824	0.01308938622
825	0.01305694386
826	0.01303148415
827	0.01301261302
828	0.01298510266
829	0.01294435124
830	0.0129159879
831	0.01290055386
832	0.01286908552
833	0.01285367666
834	0.01283145459
835	0.01281356424
836	0.01278552234
837	0.01275737782
838	0.01274476995
839	0.01271828201
840	0.01270252363
841	0.01268278015
842	0.0126548099
843	0.01263017509
844	0.01260885055
845	0.01257470997
846	0.01255441075
847	0.01252600772
848	0.01250969553
849	0.01248174658
850	0.0124599815
851	0.01244425023
852	0.01242214145
853	0.01238647112
854	0.01235150177
855	0.0123157811
856	0.01229891704
857	0.01227854617
858	0.0122611041
859	0.01224122991
860	0.01220422735
861	0.01217478931
862	0.01215357127
863	0.01213581647
864	0.01210094684
865	0.01207695491
866	0.01206010731
867	0.01204724384
868	0.0120182018
869	0.01200891195
870	0.01198579914
871	0.01196032587
872	0.01192720094
873	0.01190521124
874	0.01188504272
875	0.01185710926
876	0.01183696301
877	0.01181647983
878	0.01178368118
879	0.01175842092
880	0.01172128861
881	0.01170109202
882	0.01168798844
883	0.01166023893
884	0.01164722443
885	0.01163489443
886	0.01161293378
887	0.0115817588
888	0.01157297144
889	0.01155628166
890	0.01154449482
891	0.01151641032
892	0.01149179294
893	0.01146895123
894	0.01145060583
895	0.01141753027
896	0.01139894863
897	0.01137334756
898	0.01134530469
899	0.01132874561
900	0.01130127302
901	0.01126886552
902	0.01124821968
903	0.01122525113
904	0.0112044833
905	0.0111851029
906	0.01116197267
907	0.0111475959
908	0.0111310833
909	0.01111806395
910	0.01110016682
911	0.01108259598
912	0.01106529526
913	0.01104733617
914	0.01101936883
915	0.01099706253
916	0.01098338384
917	0.01095484041
918	0.01093309664
919	0.01091503782
920	0.01089846906
921	0.01088195452
922	0.01086455021
923	0.01084060475
924	0.01082365936
925	0.0108023658
926	0.01079158589
927	0.01076771208
928	0.01075147638
929	0.01073940587
930	0.01072082132
931	0.01070150191
932	0.01068828118
933	0.01066937035
934	0.01065458695
935	0.01063476504
936	0.0106117326
937	0.01059234832
938	0.01057270263
939	0.01056402371
940	0.01054982413
941	0.01053556452
942	0.01052299441
943	0.01051081546
944	0.01050049932
945	0.0104871624
946	0.01047387389
