iter	Logloss
0	0.6734686062
1	0.6548540609
2	0.6364886134
3	0.6207142786
4	0.6057073138
5	0.5902112002
6	0.5742691272
7	0.5582842367
8	0.5447798521
9	0.5293132337
10	0.513617532
11	0.50205295
12	0.4870294716
13	0.4759548129
14	0.4634029485
15	0.4523258732
16	0.4403838647
17	0.428559496
18	0.4176034066
19	0.4078649221
20	0.3978943801
21	0.3882961215
22	0.3787243838
23	0.369096878
24	0.3601598439
25	0.3515382099
26	0.3443475868
27	0.3367560527
28	0.3293014604
29	0.3216345773
30	0.3146573914
31	0.3068966009
32	0.3001937634
33	0.2935729051
34	0.2875186823
35	0.2824363128
36	0.2770017672
37	0.271638574
38	0.2666801956
39	0.2609225665
40	0.2567143939
41	0.2524209269
42	0.2477439609
43	0.2433750985
44	0.2389626595
45	0.2345693675
46	0.2300697908
47	0.226234103
48	0.2225303534
49	0.218716663
50	0.215357003
51	0.2119861274
52	0.2089048124
53	0.2048510246
54	0.2017546833
55	0.1984405518
56	0.1954058807
57	0.19234173
58	0.1894522885
59	0.1866800221
60	0.184225278
61	0.1818043975
62	0.1790283203
63	0.1768336572
64	0.1748135794
65	0.1736186226
66	0.1713507793
67	0.169476907
68	0.1670212179
69	0.1651778633
70	0.1629998686
71	0.1614177104
72	0.1595508246
73	0.1578005098
74	0.1561886395
75	0.1540892625
76	0.1524060244
77	0.1508328975
78	0.1489538822
79	0.1478089928
80	0.1460883436
81	0.1449299304
82	0.1435561437
83	0.1420899057
84	0.1405771168
85	0.1392510584
86	0.1380308974
87	0.1368118673
88	0.1355017957
89	0.1340380364
90	0.1329969842
91	0.1316439246
92	0.1306125079
93	0.129362511
94	0.1281401736
95	0.1268710064
96	0.125697133
97	0.1246885348
98	0.1235299435
99	0.1222814182
100	0.1213345058
101	0.1206361567
102	0.1195162933
103	0.1183960271
104	0.1173504205
105	0.116389961
106	0.1154679042
107	0.1145958605
108	0.1137053514
109	0.1127496787
110	0.1118406809
111	0.1110491448
112	0.1099714328
113	0.1091074213
114	0.1082022033
115	0.1071928847
116	0.1064709659
117	0.1057164536
118	0.1048519541
119	0.1039516546
120	0.1033534791
121	0.1026491736
122	0.1020100163
123	0.1013920043
124	0.1007145296
125	0.1000666507
126	0.09927699675
127	0.09879290586
128	0.0981843745
129	0.09754774219
130	0.09689984781
131	0.0961858914
132	0.09536831464
133	0.09466692155
134	0.0940847484
135	0.09363849466
136	0.09307503482
137	0.09241120004
138	0.09182993313
139	0.09131114979
140	0.09069896253
141	0.09021558423
142	0.08978054608
143	0.08926668893
144	0.08891634094
145	0.08838501751
146	0.08800893096
147	0.08745843723
148	0.08709552591
149	0.08670236036
150	0.08595998541
151	0.08533099024
152	0.08478977571
153	0.08430919357
154	0.08388069269
155	0.08350428857
156	0.08297928554
157	0.08260176605
158	0.08205864611
159	0.08166998074
160	0.08123603472
161	0.08086614464
162	0.08058496466
163	0.08015857058
164	0.07973959676
165	0.07939526708
166	0.07901331713
167	0.07856192807
168	0.07822708672
169	0.0777896397
170	0.07746224186
171	0.0770943114
172	0.07664849141
173	0.07626850109
174	0.07586223002
175	0.07532661554
176	0.0749172385
177	0.07461706636
178	0.07435990542
179	0.07411815043
180	0.07383738871
181	0.07351461498
182	0.07310613642
183	0.07275979289
184	0.07246182824
